#EXTM3U
#EXTINF:-1 tvg-name="☀轮播直播",☀轮播直播

🧑‍🏭刘德华专辑影院,#genre#
女怕嫁错郎 第三十三集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/8b4ec7189c6440be94bb254f435b484f/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第三十四集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e3e2cadfbb0a4d82ba740f280897b99a/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第三十五集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/0f801aedc4fc4122a1f87e7f052cabb7/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第三十六集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e861cfcf2b23428688329df3fdb575de/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第三十七集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/4449c419f4034c46949533d9323f6dde/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第三十八集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/402291c8f9d149e7bc143291802b660f/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第三十九集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/56a756db919d4d37a244d923ca2a6ba5/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第四十集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/e9a4162455a7442984a37939fab19f2f/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第四十一集,http://newcntv.qcloudcdn.com/asp/hls/1200/0303000a/3/default/10259afed4834bfaa7c5288091fd8b04/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
女怕嫁错郎 第四十二集,http://hls.cntv.kcdnvip.com/asp/hls/1200/0303000a/3/default/5fa42f1e0b15407dbc3722e8c9f0967b/1200.m3u8#http://alimov6.a.yximgs.com/ksc1/hRabsJoyqsMxcwnzmAEfPKopBT941tdD7HMA42EfzV3f9cfJLwwW73HyzFQibxEwvm_44IaH3ryiWbBQMOY-pfRj-UndNPjyq7lzY4c85uarWGDW6AE4JtUv3RhpO8M1n7i-GR1pPp3WYQBr0pSS4JZ7GzSnLxbgx9wZbIdhZ7M0-eb6C6gTQQf6kPiadzIK.mp4?tag=1-1739095099-unknown-0-5967be10b83044ab-3d4b358efb604372&clientCacheKey=3x3vbeymiyi4seu_b.mp4&tt=b&di=df65dddc&bp=11851&from=1011851
🇨🇳女特警,#genre#
第一集,https://vip.ffzy-online.com/20221230/42780_b2337be3/2000k/hls/index.m3u8
第二集,https://vip.ffzy-online.com/20221230/42784_ad1eb2e6/2000k/hls/index.m3u8
第三集,https://vip.ffzy-online.com/20221230/42781_572e196c/2000k/hls/index.m3u8
第四集,https://vip.ffzy-online.com/20221230/42785_e33633f7/2000k/hls/index.m3u8
第五集,https://vip.ffzy-online.com/20221230/42786_aa86ba80/2000k/hls/index.m3u8
第六集,https://vip.ffzy-online.com/20221230/42787_5245e28b/2000k/hls/index.m3u8
第七集,https://vip.ffzy-online.com/20221230/42790_a07c538c/2000k/hls/index.m3u8
第八集,https://vip.ffzy-online.com/20221230/42788_cc3ff8ee/2000k/hls/index.m3u8
第九集,https://vip.ffzy-online.com/20221230/42789_b44ed7f8/2000k/hls/index.m3u8
第十集,https://vip.ffzy-online.com/20221230/42791_9f1e5718/2000k/hls/index.m3u8
第十一集,https://vip.ffzy-online.com/20221230/42794_983f1164/2000k/hls/index.m3u8
第十二集,https://vip.ffzy-online.com/20221230/42795_611b0570/2000k/hls/index.m3u8
第十三集,https://vip.ffzy-online.com/20221230/42792_69ee2684/2000k/hls/index.m3u8
第十四集,https://vip.ffzy-online.com/20221230/42793_9aef0bfe/2000k/hls/index.m3u8
第十五集,https://vip.ffzy-online.com/20221230/42796_1cfd0cef/2000k/hls/index.m3u8
第十六集,https://vip.ffzy-online.com/20221230/42797_30eefc3a/2000k/hls/index.m3u8
第十七集,https://vip.ffzy-online.com/20221230/42798_3d4b54a2/2000k/hls/index.m3u8
第十八集,https://vip.ffzy-online.com/20221230/42800_cd841686/2000k/hls/index.m3u8
第十九集,https://vip.ffzy-online.com/20221230/42801_da16d5ac/2000k/hls/index.m3u8
第二十集,https://vip.ffzy-online.com/20221230/42799_fc1fbb93/2000k/hls/index.m3u8
第二十一集,https://vip.ffzy-online.com/20221230/42802_3a1a0993/2000k/hls/index.m3u8
第二十二集,https://vip.ffzy-online.com/20221230/42803_d638b5df/2000k/hls/index.m3u8
🇨🇳古剑奇谭,#genre#
古剑奇谭 第一集,https://vip.lzcdn2.com/20220914/20904_877b92d9/1200k/hls/mixed.m3u8
古剑奇谭 第二集,https://vip.lzcdn2.com/20220914/20900_fb4fef39/1200k/hls/mixed.m3u8
古剑奇谭 第三集,https://vip.lzcdn2.com/20220914/20905_c5b97f61/1200k/hls/mixed.m3u8
古剑奇谭 第四集,https://vip.lzcdn2.com/20220914/20906_a21d0597/1200k/hls/mixed.m3u8
古剑奇谭 第五集,https://vip.lzcdn2.com/20220914/20907_040ccb38/1200k/hls/mixed.m3u8
古剑奇谭 第六集,https://vip.lzcdn2.com/20220914/20908_3ad5ae01/1200k/hls/mixed.m3u8
古剑奇谭 第七集,https://vip.lzcdn2.com/20220914/20909_7877ff16/1200k/hls/mixed.m3u8
古剑奇谭 第八集,https://vip.lzcdn2.com/20220914/20910_ee70793a/1200k/hls/mixed.m3u8
古剑奇谭 第九集,https://vip.lz-cdn3.com/20221017/14881_befbfeae/1200k/hls/mixed.m3u8
古剑奇谭 第十集,https://vip.lzcdn2.com/20220914/20912_6c7d32bc/1200k/hls/mixed.m3u8
古剑奇谭 第十一集,https://vip.lzcdn2.com/20220914/20913_96673a36/1200k/hls/mixed.m3u8
古剑奇谭 第十二集,https://vip.lzcdn2.com/20220914/20914_941b5d05/1200k/hls/mixed.m3u8
古剑奇谭 第十三集,https://vip.lzcdn2.com/20220914/20915_5d9aae5a/1200k/hls/mixed.m3u8
古剑奇谭 第十四集,https://vip.lzcdn2.com/20220914/20916_bb1594cf/1200k/hls/mixed.m3u8
古剑奇谭 第十五集,https://vip.lzcdn2.com/20220914/20917_e3fbef5e/1200k/hls/mixed.m3u8
古剑奇谭 第十六集,https://vip.lzcdn2.com/20220914/20918_681b5768/1200k/hls/mixed.m3u8
古剑奇谭 第十七集,https://vip.lzcdn2.com/20220914/20919_fef879ff/1200k/hls/mixed.m3u8
古剑奇谭 第十八集,https://vip.lzcdn2.com/20220914/20920_b7734e53/1200k/hls/mixed
古剑奇谭 第十九集,https://vip.lzcdn2.com/20220914/20923_73b793b1/1200k/hls/mixed.m3u8
古剑奇谭 第二十集,https://vip.lzcdn2.com/20220914/20925_cba5231f/1200k/hls/mixed.m3u8
古剑奇谭 第二十一集,https://vip.lzcdn2.com/20220914/20930_8bc52581/1200k/hls/mixed.m3u8
古剑奇谭 第二十二集,https://vip.lzcdn2.com/20220914/20935_e032baeb/1200k/hls/mixed.m3u8
古剑奇谭 第二十三集,https://vip.lzcdn2.com/20220914/20938_681d479e/1200k/hls/mixed.m3u8
古剑奇谭 第二十四集,https://vip.lzcdn2.com/20220914/20943_b108b283/1200k/hls/mixed.m3u8
古剑奇谭 第二十五集,https://vip.lzcdn2.com/20220914/20948_1e76c8dd/1200k/hls/mixed.m3u8
古剑奇谭 第二十六集,https://vip.lzcdn2.com/20220914/20953_6c6fc93a/1200k/hls/mixed.m3u8
古剑奇谭 第二十七集,https://vip.lzcdn2.com/20220914/20954_32f3b243/1200k/hls/mixed.m3u8
古剑奇谭 第二十八集,https://vip.lzcdn2.com/20220914/20955_de73c166/1200k/hls/mixed.m3u8
古剑奇谭 第二十九集,https://vip.lzcdn2.com/20220914/20956_836780f1/1200k/hls/mixed.m3u8
古剑奇谭 第三十集,https://vip.lzcdn2.com/20220914/20957_b915a413/1200k/hls/mixed.m3u8
古剑奇谭 第三十一集,https://vip.lzcdn2.com/20220914/20958_fa0cb095/1200k/hls/mixed.m3u8
古剑奇谭 第三十二集,https://vip.lzcdn2.com/20220914/20959_1adc21fd/1200k/hls/mixed.m3u8
古剑奇谭 第三十三集,https://vip.lzcdn2.com/20220914/20960_9c93a461/1200k/hls/mixed.m3u8
古剑奇谭 第三十四集,https://vip.lzcdn2.com/20220914/20961_2384364e/1200k/hls/mixed.m3u8
古剑奇谭 第三十五集,https://vip.lzcdn2.com/20220914/20962_9016096e/1200k/hls/mixed.m3u8
古剑奇谭 第三十六集,https://vip.lzcdn2.com/20220914/20963_d4554dc5/1200k/hls/mixed.m3u8
古剑奇谭 第三十七集,https://vip.lzcdn2.com/20220914/20964_2fb1243b/1200k/hls/index.m3u8
古剑奇谭 第三十八集,https://vip.lzcdn2.com/20220914/20965_7a3bf212/1200k/hls/mixed.m3u8
古剑奇谭 第三十九集,https://vip.lzcdn2.com/20220914/20966_9d935c4d/1200k/hls/mixed.m3u8
古剑奇谭 第四十集,https://vip.lzcdn2.com/20220914/20967_60a22c47/1200k/hls/mixed.m3u8
古剑奇谭 第四十一集,https://vip.lzcdn2.com/20220914/20968_bc1421c3/1200k/hls/mixed.m3u8
古剑奇谭 第四十二集,https://vip.lzcdn2.com/20220914/20969_84ab15cd/1200k/hls/index.m3u8
古剑奇谭 第四十三集,https://vip.lzcdn2.com/20220914/20970_25802747/1200k/hls/mixed.m3u8
古剑奇谭 第四十四集,https://vip.lzcdn2.com/20220914/20971_871db235/1200k/hls/mixed.m3u8
古剑奇谭 第四十五集,https://vip.lzcdn2.com/20220914/20972_547633b4/1200k/hls/index.m3u8
古剑奇谭 第四十六集,https://vip.lzcdn2.com/20220914/20973_d3d86dd1/1200k/hls/index.m3u8
古剑奇谭 第四十七集,https://vip.lzcdn2.com/20220914/20974_95a29de0/1200k/hls/mixed.m3u8
古剑奇谭 第四十八集,https://vip.lzcdn2.com/20220914/20975_8463c5bb/1200k/hls/mixed.m3u8
古剑奇谭 第四十九集,https://vip.lzcdn2.com/20220914/20976_1eb9f7f8/1200k/hls/mixed.m3u8
古剑奇谭 第五十集,https://vip.lzcdn2.com/20220914/20977_985cae7d/1200k/hls/mixed.m3u8
古剑奇谭 第五十一集,https://vip.lzcdn2.com/20220914/20978_32903e91/1200k/hls/mixed.m3u8
古剑奇谭 第五十二集,https://vip.lzcdn2.com/20220914/20979_63f1f14e/1200k/hls/mixed.m3u8
🇨🇳风筝-频道,#genre#
第01集,https://s4.bfzycdn.com/video/fengzheng/%E7%AC%AC01%E9%9B%86/index.m3u8
第02集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC02%E9%9B%86/index.m3u8
第03集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC03%E9%9B%86/index.m3u8
第04集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC04%E9%9B%86/index.m3u8
第05集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC05%E9%9B%86/index.m3u8
第06集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC06%E9%9B%86/index.m3u8
第07集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC07%E9%9B%86/index.m3u8
第08集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC08%E9%9B%86/index.m3u8
第09集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC09%E9%9B%86/index.m3u8
第10集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC10%E9%9B%86/index.m3u8
第11集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC11%E9%9B%86/index.m3u8
第12集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC12%E9%9B%86/index.m3u8
第13集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC13%E9%9B%86/index.m3u8
第14集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC14%E9%9B%86/index.m3u8
第15集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC15%E9%9B%86/index.m3u8
第16集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC16%E9%9B%86/index.m3u8
第17集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC17%E9%9B%86/index.m3u8
第18集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC18%E9%9B%86/index.m3u8
第19集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC19%E9%9B%86/index.m3u8
第20集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC20%E9%9B%86/index.m3u8
第21集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC21%E9%9B%86/index.m3u8
第22集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC22%E9%9B%86/index.m3u8
第23集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC23%E9%9B%86/index.m3u8
第24集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC24%E9%9B%86/index.m3u8
第25集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC25%E9%9B%86/index.m3u8
第26集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC26%E9%9B%86/index.m3u8
第27集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC27%E9%9B%86/index.m3u8
第28集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC28%E9%9B%86/index.m3u8
第29集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC29%E9%9B%86/index.m3u8
第30集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC30%E9%9B%86/index.m3u8
第31集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC31%E9%9B%86/index.m3u8
第32集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC32%E9%9B%86/index.m3u8
第33集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC33%E9%9B%86/index.m3u8
第34集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC34%E9%9B%86/index.m3u8
第35集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC35%E9%9B%86/index.m3u8
第36集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC36%E9%9B%86/index.m3u8
第37集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC37%E9%9B%86/index.m3u8
第38集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC38%E9%9B%86/index.m3u8
第39集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC39%E9%9B%86/index.m3u8
第40集,https://s4.bfzycdn.com/video/fengzheng/%E7%AC%AC40%E9%9B%86/index.m3u8
第41集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC41%E9%9B%86/index.m3u8
第42集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC42%E9%9B%86/index.m3u8
第43集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC43%E9%9B%86/index.m3u8
第44集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC44%E9%9B%86/index.m3u8
第45集,https://s6.bfzycdn.com/video/fengzheng/%E7%AC%AC45%E9%9B%86/index.m3u8
第46集,https://s5.bfzycdn.com/video/fengzheng/%E7%AC%AC46%E9%9B%86/index.m3u8
🇨🇳火蓝刀锋,#genre#
第01集,https://vip.lzcdn2.com/20220910/20553_b0efba55/index.m3u8
第02集,https://vip.lzcdn2.com/20220910/20555_69950b7c/index.m3u8
第03集,https://vip.lzcdn2.com/20220910/20559_5d1934c7/index.m3u8
第04集,https://vip.lzcdn2.com/20220910/20562_94295031/index.m3u8
第05集,https://vip.lzcdn2.com/20220910/20565_8c140af4/index.m3u8
第06集,https://vip.lzcdn2.com/20220910/20568_4a0722b0/index.m3u8
第07集,https://vip.lzcdn2.com/20220910/20571_27797b38/index.m3u8
第08集,https://vip.lzcdn2.com/20220910/20575_c07b16e8/index.m3u8
第09集,https://vip.lzcdn2.com/20220910/20578_b0d66f9d/index.m3u8
第10集,https://vip.lzcdn2.com/20220910/20580_8bce8367/index.m3u8
第11集,https://vip.lzcdn2.com/20220910/20584_6b5fc54d/index.m3u8
第12集,https://vip.lzcdn2.com/20220910/20587_9d78d9cc/index.m3u8
第13集,https://vip.lzcdn2.com/20220910/20590_6f1fcf6b/index.m3u8
第14集,https://vip.lzcdn2.com/20220910/20593_906497bb/index.m3u8
第15集,https://vip.lzcdn2.com/20220910/20596_b9cec3dd/index.m3u8
第16集,https://vip.lzcdn2.com/20220910/20599_beb4ef2a/index.m3u8
第17集,https://vip.lzcdn2.com/20220910/20603_e529018c/index.m3u8
第18集,https://vip.lzcdn2.com/20220910/20606_1ab86a65/index.m3u8
第19集,https://vip.lzcdn2.com/20220910/20615_3615a484/index.m3u8
第20集,https://vip.lzcdn2.com/20220910/20616_451ac19c/index.m3u8
第21集,https://vip.lzcdn2.com/20220910/20617_55819e6f/index.m3u8
第22集,https://vip.lzcdn2.com/20220910/20618_387d14a2/index.m3u8
第23集,https://vip.lzcdn2.com/20220910/20622_d4befc2a/index.m3u8
第24集,https://vip.lzcdn2.com/20220910/20623_6c91b734/index.m3u8
第25集,https://vip.lzcdn2.com/20220910/20624_259bfe07/index.m3u8
第26集,https://vip.lzcdn2.com/20220910/20625_6fff470f/index.m3u8
第27集,https://vip.lzcdn2.com/20220910/20626_31ec062d/index.m3u8
第28集,https://vip.lzcdn2.com/20220910/20627_a515c0f7/index.m3u8
第29集,https://vip.lzcdn2.com/20220910/20628_603a67e3/index.m3u8
第30集,https://vip.lzcdn2.com/20220910/20629_6c529c0c/index.m3u8
第31集,https://vip.lzcdn2.com/20220910/20630_ba3f77e8/index.m3u8
第32集,https://vip.lzcdn2.com/20220910/20631_173ec2c3/index.m3u8
🇨🇳八仙过海-频道,#genre#
第01集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC01%E9%9B%86/index.m3u8
第02集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC02%E9%9B%86/index.m3u8
第03集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC03%E9%9B%86/index.m3u8
第04集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC04%E9%9B%86/index.m3u8
第05集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC05%E9%9B%86/index.m3u8
第06集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC06%E9%9B%86/index.m3u8
第07集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC07%E9%9B%86/index.m3u8
第08集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC08%E9%9B%86/index.m3u8
第09集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC09%E9%9B%86/index.m3u8
第10集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC10%E9%9B%86/index.m3u8
第11集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC11%E9%9B%86/index.m3u8
第12集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC12%E9%9B%86/index.m3u8
第13集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC13%E9%9B%86/index.m3u8
第14集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC14%E9%9B%86/index.m3u8
第15集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC15%E9%9B%86/index.m3u8
第16集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC16%E9%9B%86/index.m3u8
第17集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC17%E9%9B%86/index.m3u8
第18集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC18%E9%9B%86/index.m3u8
第19集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC19%E9%9B%86/index.m3u8
第20集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC20%E9%9B%86/index.m3u8
第21集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC21%E9%9B%86/index.m3u8
第22集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC22%E9%9B%86/index.m3u8
第23集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC23%E9%9B%86/index.m3u8
第24集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC24%E9%9B%86/index.m3u8
第25集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC25%E9%9B%86/index.m3u8
第26集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC26%E9%9B%86/index.m3u8
第27集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC27%E9%9B%86/index.m3u8
第28集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC28%E9%9B%86/index.m3u8
第29集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC29%E9%9B%86/index.m3u8
第30集,https://s3.bfzycdn.com/video/baxianguohaiguoyu/%E7%AC%AC30%E9%9B%86/index.m3u8
🇨🇳真命天师-频道,#genre#
第01集,https://v6.tlkqc.com/wjv6/202310/23/vVh3KZkuTF1/video/index.m3u8
第02集,https://v6.tlkqc.com/wjv6/202310/23/eut69WgUcb1/video/index.m3u8
第03集,https://v6.tlkqc.com/wjv6/202310/23/J5enHhviMv1/video/index.m3u8
第04集,https://v6.tlkqc.com/wjv6/202310/23/v4JYJqsxNt1/video/index.m3u8
第05集,https://v6.tlkqc.com/wjv6/202310/23/ZBJGP1epFY1/video/index.m3u8
第06集,https://v6.tlkqc.com/wjv6/202310/23/imwb7E5Rs21/video/index.m3u8
第07集,https://v6.tlkqc.com/wjv6/202310/23/u5fm2HZ8fk1/video/index.m3u8
第08集,https://v6.tlkqc.com/wjv6/202310/23/DvCkiVkDdx1/video/index.m3u8
第09集,https://v6.tlkqc.com/wjv6/202310/23/6GpRaHiUJD1/video/index.m3u8
第10集,https://v6.tlkqc.com/wjv6/202310/23/Hz4Sy3LFTj1/video/index.m3u8
第11集,https://v6.tlkqc.com/wjv6/202310/23/C9pgFcKzJD1/video/index.m3u8
第12集,https://v6.tlkqc.com/wjv6/202310/23/bMEw24QhxA1/video/index.m3u8
第13集,https://v6.tlkqc.com/wjv6/202310/23/xJ0NfahpJQ1/video/index.m3u8
第14集,https://v6.tlkqc.com/wjv6/202310/23/XEUwSNs1va1/video/index.m3u8
第15集,https://v6.tlkqc.com/wjv6/202310/23/RJwFNiAjYN1/video/index.m3u8
